Year,113 Cause Name,Cause Name,State,Deaths,Population,Crude Rate,Age Adjusted Rate
2020,Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Massachusetts,567,6893574,8.2,6.1
2020,Peptic ulcer (K25-K28),Peptic ulcer,Massachusetts,47,6893574,0.7,0.5
2020,Diseases of appendix (K35-K38),Diseases of appendix,Massachusetts,13,6893574,,
2020,Hernia (K40-K46),Hernia,Massachusetts,40,6893574,0.6,0.4
2020,"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Massachusetts,931,6893574,13.5,11.2
2020,Cholelithiasis and other disorders of gallbladder (K80-K82),Cholelithiasis and other disorders of gallbladder,Massachusetts,103,6893574,1.5,1.1
2020,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Massachusetts,1214,6893574,17.6,13.2
2020,"Infections of kidney (N10-N12,N13.6,N15.1)",Infections of kidney,Massachusetts,11,6893574,,
2020,Hyperplasia of prostate (N40),Hyperplasia of prostate,Massachusetts,13,6893574,,
2020,"Pregnancy, childbirth and the puerperium (O00-O99)","Pregnancy, childbirth and the puerperium",Massachusetts,18,6893574,,
2020,Certain conditions originating in the perinatal period (P00-P96),Conditions originated in perinatal period,Massachusetts,152,6893574,2.2,3
2020,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Congenital malformations,Massachusetts,157,6893574,2.3,2.3
2020,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Massachusetts,4081,6893574,59.2,54.3
2020,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Massachusetts,618,6893574,9,8.4
2020,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Assault (homicide),Massachusetts,183,6893574,2.7,2.7
2020,"Complications of medical and surgical care (Y40-Y84,Y88)",Complications of medical and surgical care,Massachusetts,101,6893574,1.5,1.2
2020,Enterocolitis due to Clostridium difficile (A04.7),Enterocolitis due to Clostridium difficile,Massachusetts,126,6893574,1.8,1.3
2020,COVID-19 (U07.1),COVID-19,Massachusetts,9319,6893574,135.2,100.2
2020,Tuberculosis (A16-A19),Tuberculosis,Michigan,15,9966555,,
2020,Septicemia (A40-A41),Septicemia,Michigan,1291,9966555,13,9.8
2020,Viral hepatitis (B15-B19),Viral hepatitis,Michigan,100,9966555,1,0.7
2020,Human immunodeficiency virus (HIV) disease (B20-B24),Human immunodeficiency virus,Michigan,76,9966555,0.8,0.7
2020,Malignant neoplasms (C00-C97),Cancer,Michigan,21158,9966555,212.3,157.3
2020,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",In situ neoplasms,Michigan,586,9966555,5.9,4.5
2020,Anemias (D50-D64),Anemias,Michigan,177,9966555,1.8,1.4
2020,Diabetes mellitus (E10-E14),Diabetes,Michigan,3399,9966555,34.1,26
2020,Nutritional deficiencies (E40-E64),Nutritional deficiencies,Michigan,586,9966555,5.9,4.4
2020,Parkinson disease (G20-G21),Parkinson disease,Michigan,1347,9966555,13.5,10.3
2020,Alzheimer disease (G30),Alzheimer's disease,Michigan,4864,9966555,48.8,36.9
2020,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Michigan,27127,9966555,272.2,205
2020,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",Essential hypertension,Michigan,1226,9966555,12.3,9.2
2020,Cerebrovascular diseases (I60-I69),Stroke,Michigan,5874,9966555,58.9,44.5
2020,Atherosclerosis (I70),Atherosclerosis,Michigan,301,9966555,3,2.2
2020,Aortic aneurysm and dissection (I71),Aortic aneurysm and dissection,Michigan,366,9966555,3.7,2.8
2020,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Michigan,1886,9966555,18.9,14.4
2020,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,5637,9966555,56.6,41.9
2020,"Pneumoconioses and chemical effects (J60-J66,J68,U07.0)",Pneumoconioses and chemical effects,Michigan,14,9966555,,
2020,Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Michigan,492,9966555,4.9,3.7
2020,Peptic ulcer (K25-K28),Peptic ulcer,Michigan,108,9966555,1.1,0.8
2020,Diseases of appendix (K35-K38),Diseases of appendix,Michigan,11,9966555,,
2020,Hernia (K40-K46),Hernia,Michigan,69,9966555,0.7,0.5
2020,"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Michigan,1661,9966555,16.7,13.9
2020,Cholelithiasis and other disorders of gallbladder (K80-K82),Cholelithiasis and other disorders of gallbladder,Michigan,90,9966555,0.9,0.7
2020,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Michigan,1948,9966555,19.5,14.7
2020,"Infections of kidney (N10-N12,N13.6,N15.1)",Infections of kidney,Michigan,32,9966555,0.3,0.2
2020,Hyperplasia of prostate (N40),Hyperplasia of prostate,Michigan,15,9966555,,
2020,"Pregnancy, childbirth and the puerperium (O00-O99)","Pregnancy, childbirth and the puerperium",Michigan,38,9966555,0.4,0.4
2020,Certain conditions originating in the perinatal period (P00-P96),Conditions originated in perinatal period,Michigan,364,9966555,3.7,4.7
2020,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Congenital malformations,Michigan,331,9966555,3.3,3.4
2020,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Michigan,6097,9966555,61.2,56.8
2020,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Michigan,1444,9966555,14.5,14
2020,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Assault (homicide),Michigan,811,9966555,8.1,8.7
2020,"Complications of medical and surgical care (Y40-Y84,Y88)",Complications of medical and surgical care,Michigan,178,9966555,1.8,1.3
2020,Enterocolitis due to Clostridium difficile (A04.7),Enterocolitis due to Clostridium difficile,Michigan,110,9966555,1.1,0.8
2020,COVID-19 (U07.1),COVID-19,Michigan,11391,9966555,114.3,85.9
2020,Tuberculosis (A16-A19),Tuberculosis,Minnesota,10,5657342,,
2020,Septicemia (A40-A41),Septicemia,Minnesota,471,5657342,8.3,6.6
2020,Viral hepatitis (B15-B19),Viral hepatitis,Minnesota,51,5657342,0.9,0.8
2020,Human immunodeficiency virus (HIV) disease (B20-B24),Human immunodeficiency virus,Minnesota,25,5657342,0.4,0.4
2020,Malignant neoplasms (C00-C97),Cancer,Minnesota,9944,5657342,175.8,138.7
2020,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",In situ neoplasms,Minnesota,342,5657342,6,4.8
2020,Anemias (D50-D64),Anemias,Minnesota,100,5657342,1.8,1.3
2020,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1493,5657342,26.4,21
2020,Nutritional deficiencies (E40-E64),Nutritional deficiencies,Minnesota,127,5657342,2.2,1.8
2020,Parkinson disease (G20-G21),Parkinson disease,Minnesota,797,5657342,14.1,11.3
2020,Alzheimer disease (G30),Alzheimer's disease,Minnesota,2587,5657342,45.7,35
2020,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Minnesota,8562,5657342,151.3,118.1
2020,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",Essential hypertension,Minnesota,841,5657342,14.9,11.3
2020,Cerebrovascular diseases (I60-I69),Stroke,Minnesota,2315,5657342,40.9,32.1
2020,Atherosclerosis (I70),Atherosclerosis,Minnesota,14,5657342,,
2020,Aortic aneurysm and dissection (I71),Aortic aneurysm and dissection,Minnesota,205,5657342,3.6,2.9
2020,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Minnesota,559,5657342,9.9,7.9
2020,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,2220,5657342,39.2,30.6
2020,"Pneumoconioses and chemical effects (J60-J66,J68,U07.0)",Pneumoconioses and chemical effects,Minnesota,14,5657342,,
2020,Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Minnesota,232,5657342,4.1,3.2
2020,Peptic ulcer (K25-K28),Peptic ulcer,Minnesota,67,5657342,1.2,1
2020,Diseases of appendix (K35-K38),Diseases of appendix,Minnesota,11,5657342,,
2020,Hernia (K40-K46),Hernia,Minnesota,43,5657342,0.8,0.6
2020,"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Minnesota,896,5657342,15.8,13.7
2020,Cholelithiasis and other disorders of gallbladder (K80-K82),Cholelithiasis and other disorders of gallbladder,Minnesota,83,5657342,1.5,1.2
2020,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Minnesota,529,5657342,9.4,7.3
2020,"Infections of kidney (N10-N12,N13.6,N15.1)",Infections of kidney,Minnesota,20,5657342,0.4,0.3
2020,Hyperplasia of prostate (N40),Hyperplasia of prostate,Minnesota,16,5657342,,
2020,"Pregnancy, childbirth and the puerperium (O00-O99)","Pregnancy, childbirth and the puerperium",Minnesota,12,5657342,,
2020,Certain conditions originating in the perinatal period (P00-P96),Conditions originated in perinatal period,Minnesota,132,5657342,2.3,2.7
2020,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Congenital malformations,Minnesota,211,5657342,3.7,3.7
2020,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Minnesota,3319,5657342,58.7,52.6
2020,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Minnesota,758,5657342,13.4,13.1
2020,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Assault (homicide),Minnesota,198,5657342,3.5,3.6
2020,"Legal intervention (Y35,Y89.0)",Legal intervention,Minnesota,17,5657342,,
2020,"Complications of medical and surgical care (Y40-Y84,Y88)",Complications of medical and surgical care,Minnesota,106,5657342,1.9,1.5
2020,Enterocolitis due to Clostridium difficile (A04.7),Enterocolitis due to Clostridium difficile,Minnesota,57,5657342,1,0.8
2020,COVID-19 (U07.1),COVID-19,Minnesota,5215,5657342,92.2,71.9
2020,Septicemia (A40-A41),Septicemia,Mississippi,387,2966786,13,10.8
2020,Viral hepatitis (B15-B19),Viral hepatitis,Mississippi,33,2966786,1.1,0.9
2020,Human immunodeficiency virus (HIV) disease (B20-B24),Human immunodeficiency virus,Mississippi,99,2966786,3.3,3.2
2020,Malignant neoplasms (C00-C97),Cancer,Mississippi,6582,2966786,221.9,176
2020,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",In situ neoplasms,Mississippi,130,2966786,4.4,3.6
2020,Anemias (D50-D64),Anemias,Mississippi,72,2966786,2.4,2.2
2020,Diabetes mellitus (E10-E14),Diabetes,Mississippi,1460,2966786,49.2,41
2020,Nutritional deficiencies (E40-E64),Nutritional deficiencies,Mississippi,115,2966786,3.9,3.2
2020,Parkinson disease (G20-G21),Parkinson disease,Mississippi,400,2966786,13.5,11.3
2020,Alzheimer disease (G30),Alzheimer's disease,Mississippi,2018,2966786,68,58
2020,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,8809,2966786,296.9,245.6
2020,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",Essential hypertension,Mississippi,643,2966786,21.7,18
2020,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1948,2966786,65.7,54.5
2020,Atherosclerosis (I70),Atherosclerosis,Mississippi,16,2966786,,
2020,Aortic aneurysm and dissection (I71),Aortic aneurysm and dissection,Mississippi,97,2966786,3.3,2.7
2020,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Mississippi,904,2966786,30.5,25.1
2020,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,2197,2966786,74.1,59.2
2020,Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Mississippi,176,2966786,5.9,4.9
2020,Peptic ulcer (K25-K28),Peptic ulcer,Mississippi,32,2966786,1.1,0.9
2020,Hernia (K40-K46),Hernia,Mississippi,13,2966786,,
2020,"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Mississippi,550,2966786,18.5,15.7
2020,Cholelithiasis and other disorders of gallbladder (K80-K82),Cholelithiasis and other disorders of gallbladder,Mississippi,39,2966786,1.3,1.1
2020,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Mississippi,798,2966786,26.9,22.2
2020,"Infections of kidney (N10-N12,N13.6,N15.1)",Infections of kidney,Mississippi,15,2966786,,
2020,"Pregnancy, childbirth and the puerperium (O00-O99)","Pregnancy, childbirth and the puerperium",Mississippi,16,2966786,,
2020,Certain conditions originating in the perinatal period (P00-P96),Conditions originated in perinatal period,Mississippi,133,2966786,4.5,5.2
2020,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Congenital malformations,Mississippi,95,2966786,3.2,3.4
2020,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,2210,2966786,74.5,73
2020,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Mississippi,410,2966786,13.8,13.9
2020,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Assault (homicide),Mississippi,576,2966786,19.4,20.5
2020,"Complications of medical and surgical care (Y40-Y84,Y88)",Complications of medical and surgical care,Mississippi,89,2966786,3,2.6
2020,Enterocolitis due to Clostridium difficile (A04.7),Enterocolitis due to Clostridium difficile,Mississippi,37,2966786,1.2,1
2020,COVID-19 (U07.1),COVID-19,Mississippi,4466,2966786,150.5,123.5
2020,Tuberculosis (A16-A19),Tuberculosis,Missouri,12,6151548,,
2020,Septicemia (A40-A41),Septicemia,Missouri,951,6151548,15.5,11.9
2020,Viral hepatitis (B15-B19),Viral hepatitis,Missouri,58,6151548,0.9,0.8
2020,Human immunodeficiency virus (HIV) disease (B20-B24),Human immunodeficiency virus,Missouri,62,6151548,1,0.9
2020,Malignant neoplasms (C00-C97),Cancer,Missouri,12907,6151548,209.8,157.9
2020,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",In situ neoplasms,Missouri,381,6151548,6.2,4.7
2020,Anemias (D50-D64),Anemias,Missouri,115,6151548,1.9,1.4
2020,Diabetes mellitus (E10-E14),Diabetes,Missouri,1844,6151548,30,23.1
2020,Nutritional deficiencies (E40-E64),Nutritional deficiencies,Missouri,383,6151548,6.2,4.6
2020,"Meningitis (G00,G03)",Meningitis,Missouri,11,6151548,,
2020,Parkinson disease (G20-G21),Parkinson disease,Missouri,872,6151548,14.2,10.8
2020,Alzheimer disease (G30),Alzheimer's disease,Missouri,2873,6151548,46.7,34.9
2020,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,15934,6151548,259,196.7
2020,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",Essential hypertension,Missouri,577,6151548,9.4,7.2
2020,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3275,6151548,53.2,40.3
2020,Atherosclerosis (I70),Atherosclerosis,Missouri,53,6151548,0.9,0.6
2020,Aortic aneurysm and dissection (I71),Aortic aneurysm and dissection,Missouri,232,6151548,3.8,2.9
2020,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Missouri,1167,6151548,19,14.3
2020,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3876,6151548,63,47
2020,Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Missouri,495,6151548,8,6.1
2020,Peptic ulcer (K25-K28),Peptic ulcer,Missouri,69,6151548,1.1,0.9
2020,Hernia (K40-K46),Hernia,Missouri,39,6151548,0.6,0.5
2020,"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Missouri,900,6151548,14.6,12.3
2020,Cholelithiasis and other disorders of gallbladder (K80-K82),Cholelithiasis and other disorders of gallbladder,Missouri,58,6151548,0.9,0.7
2020,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Missouri,1682,6151548,27.3,20.8
2020,"Infections of kidney (N10-N12,N13.6,N15.1)",Infections of kidney,Missouri,19,6151548,,
2020,Hyperplasia of prostate (N40),Hyperplasia of prostate,Missouri,11,6151548,,
2020,"Pregnancy, childbirth and the puerperium (O00-O99)","Pregnancy, childbirth and the puerperium",Missouri,39,6151548,0.6,0.7
2020,Certain conditions originating in the perinatal period (P00-P96),Conditions originated in perinatal period,Missouri,171,6151548,2.8,3.3
2020,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Congenital malformations,Missouri,196,6151548,3.2,3.3
2020,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Missouri,4418,6151548,71.8,68.4
2020,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Missouri,1125,6151548,18.3,18.2
2020,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Assault (homicide),Missouri,803,6151548,13.1,14
2020,"Legal intervention (Y35,Y89.0)",Legal intervention,Missouri,11,6151548,,
2020,"Complications of medical and surgical care (Y40-Y84,Y88)",Complications of medical and surgical care,Missouri,95,6151548,1.5,1.2
2020,Enterocolitis due to Clostridium difficile (A04.7),Enterocolitis due to Clostridium difficile,Missouri,89,6151548,1.4,1.1
2020,COVID-19 (U07.1),COVID-19,Missouri,7137,6151548,116,87.1
2020,Septicemia (A40-A41),Septicemia,Montana,102,1080577,9.4,7.1
2020,Viral hepatitis (B15-B19),Viral hepatitis,Montana,20,1080577,1.9,1.4
2020,Malignant neoplasms (C00-C97),Cancer,Montana,2138,1080577,197.9,141.5
2020,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",In situ neoplasms,Montana,61,1080577,5.6,4.2
2020,Anemias (D50-D64),Anemias,Montana,18,1080577,,
2020,Diabetes mellitus (E10-E14),Diabetes,Montana,342,1080577,31.6,23.5
2020,Nutritional deficiencies (E40-E64),Nutritional deficiencies,Montana,96,1080577,8.9,6.5
2020,Parkinson disease (G20-G21),Parkinson disease,Montana,149,1080577,13.8,10.1
2020,Alzheimer disease (G30),Alzheimer's disease,Montana,346,1080577,32,23.8
2020,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Montana,2424,1080577,224.3,162.7
2020,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",Essential hypertension,Montana,99,1080577,9.2,6.5
2020,Cerebrovascular diseases (I60-I69),Stroke,Montana,453,1080577,41.9,31
2020,Atherosclerosis (I70),Atherosclerosis,Montana,17,1080577,,
2020,Aortic aneurysm and dissection (I71),Aortic aneurysm and dissection,Montana,42,1080577,3.9,2.7
2020,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Montana,120,1080577,11.1,8
2020,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,663,1080577,61.4,42.4
2020,"Pneumoconioses and chemical effects (J60-J66,J68,U07.0)",Pneumoconioses and chemical effects,Montana,12,1080577,,
2020,Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Montana,66,1080577,6.1,4.5
2020,Peptic ulcer (K25-K28),Peptic ulcer,Montana,12,1080577,,
2020,Hernia (K40-K46),Hernia,Montana,15,1080577,,
2020,"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Montana,237,1080577,21.9,19.1
2020,Cholelithiasis and other disorders of gallbladder (K80-K82),Cholelithiasis and other disorders of gallbladder,Montana,16,1080577,,
2020,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Montana,157,1080577,14.5,10.6
2020,Certain conditions originating in the perinatal period (P00-P96),Conditions originated in perinatal period,Montana,21,1080577,1.9,2.5
2020,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Congenital malformations,Montana,38,1080577,3.5,3.6
2020,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Montana,729,1080577,67.5,61.9
2020,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Montana,300,1080577,27.8,26.1
2020,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Assault (homicide),Montana,65,1080577,6,6.6
2020,"Complications of medical and surgical care (Y40-Y84,Y88)",Complications of medical and surgical care,Montana,13,1080577,,
2020,Enterocolitis due to Clostridium difficile (A04.7),Enterocolitis due to Clostridium difficile,Montana,12,1080577,,
2020,COVID-19 (U07.1),COVID-19,Montana,1119,1080577,103.6,75.5
2020,Septicemia (A40-A41),Septicemia,Nebraska,164,1937552,8.5,6.9
2020,Viral hepatitis (B15-B19),Viral hepatitis,Nebraska,11,1937552,,
2020,Human immunodeficiency virus (HIV) disease (B20-B24),Human immunodeficiency virus,Nebraska,11,1937552,,
2020,Malignant neoplasms (C00-C97),Cancer,Nebraska,3541,1937552,182.8,147.6
2020,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",In situ neoplasms,Nebraska,83,1937552,4.3,3.4
2020,Anemias (D50-D64),Anemias,Nebraska,43,1937552,2.2,1.7
2020,Diabetes mellitus (E10-E14),Diabetes,Nebraska,624,1937552,32.2,26.2
2020,Nutritional deficiencies (E40-E64),Nutritional deficiencies,Nebraska,89,1937552,4.6,3.6
2020,Parkinson disease (G20-G21),Parkinson disease,Nebraska,294,1937552,15.2,12
2020,Alzheimer disease (G30),Alzheimer's disease,Nebraska,808,1937552,41.7,32.2
2020,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nebraska,3532,1937552,182.3,143.8
2020,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",Essential hypertension,Nebraska,356,1937552,18.4,14.2
2020,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,879,1937552,45.4,36.1
2020,Atherosclerosis (I70),Atherosclerosis,Nebraska,13,1937552,,
2020,Aortic aneurysm and dissection (I71),Aortic aneurysm and dissection,Nebraska,56,1937552,2.9,2.4
2020,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nebraska,298,1937552,15.4,12.1
2020,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,1061,1937552,54.8,43.4
2020,Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Nebraska,151,1937552,7.8,6.1
2020,Peptic ulcer (K25-K28),Peptic ulcer,Nebraska,28,1937552,1.4,1.2
2020,Hernia (K40-K46),Hernia,Nebraska,16,1937552,,
2020,"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Nebraska,292,1937552,15.1,13.4
2020,Cholelithiasis and other disorders of gallbladder (K80-K82),Cholelithiasis and other disorders of gallbladder,Nebraska,25,1937552,1.3,1
2020,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Nebraska,243,1937552,12.5,10.1
2020,"Infections of kidney (N10-N12,N13.6,N15.1)",Infections of kidney,Nebraska,10,1937552,,
2020,Certain conditions originating in the perinatal period (P00-P96),Conditions originated in perinatal period,Nebraska,56,1937552,2.9,3.1
2020,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Congenital malformations,Nebraska,74,1937552,3.8,3.9
2020,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Nebraska,903,1937552,46.6,42.3
2020,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Nebraska,283,1937552,14.6,14.9
2020,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Assault (homicide),Nebraska,76,1937552,3.9,4.1
2020,"Complications of medical and surgical care (Y40-Y84,Y88)",Complications of medical and surgical care,Nebraska,25,1937552,1.3,1
2020,Enterocolitis due to Clostridium difficile (A04.7),Enterocolitis due to Clostridium difficile,Nebraska,14,1937552,,
2020,COVID-19 (U07.1),COVID-19,Nebraska,2043,1937552,105.4,84.4
2020,Septicemia (A40-A41),Septicemia,Nevada,210,3138259,6.7,5.6
2020,Viral hepatitis (B15-B19),Viral hepatitis,Nevada,49,3138259,1.6,1.2
2020,Human immunodeficiency virus (HIV) disease (B20-B24),Human immunodeficiency virus,Nevada,64,3138259,2,1.9
2020,Malignant neoplasms (C00-C97),Cancer,Nevada,5450,3138259,173.7,144.1
2020,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",In situ neoplasms,Nevada,114,3138259,3.6,3.1
2020,Anemias (D50-D64),Anemias,Nevada,37,3138259,1.2,1.1
2020,Diabetes mellitus (E10-E14),Diabetes,Nevada,904,3138259,28.8,24.2
2020,Nutritional deficiencies (E40-E64),Nutritional deficiencies,Nevada,201,3138259,6.4,6
2020,Parkinson disease (G20-G21),Parkinson disease,Nevada,248,3138259,7.9,7.1
2020,Alzheimer disease (G30),Alzheimer's disease,Nevada,943,3138259,30,28.7
2020,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,7285,3138259,232.1,201.3
2020,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",Essential hypertension,Nevada,375,3138259,11.9,10.4
2020,Cerebrovascular diseases (I60-I69),Stroke,Nevada,1444,3138259,46,40.3
2020,Atherosclerosis (I70),Atherosclerosis,Nevada,23,3138259,0.7,0.7
2020,Aortic aneurysm and dissection (I71),Aortic aneurysm and dissection,Nevada,49,3138259,1.6,1.4
2020,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,494,3138259,15.7,13.6
2020,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1648,3138259,52.5,44.9
2020,"Pneumoconioses and chemical effects (J60-J66,J68,U07.0)",Pneumoconioses and chemical effects,Nevada,11,3138259,,
2020,Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Nevada,102,3138259,3.3,3
2020,Peptic ulcer (K25-K28),Peptic ulcer,Nevada,50,3138259,1.6,1.3
2020,Hernia (K40-K46),Hernia,Nevada,26,3138259,0.8,0.7
2020,"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Nevada,559,3138259,17.8,15.2
2020,Cholelithiasis and other disorders of gallbladder (K80-K82),Cholelithiasis and other disorders of gallbladder,Nevada,33,3138259,1.1,0.9
2020,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Nevada,326,3138259,10.4,8.9
2020,"Pregnancy, childbirth and the puerperium (O00-O99)","Pregnancy, childbirth and the puerperium",Nevada,13,3138259,,
2020,Certain conditions originating in the perinatal period (P00-P96),Conditions originated in perinatal period,Nevada,71,3138259,2.3,2.7
2020,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Congenital malformations,Nevada,67,3138259,2.1,2.3
2020,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Nevada,1761,3138259,56.1,53.5
2020,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Nevada,603,3138259,19.2,18.2
2020,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",Assault (homicide),Nevada,217,3138259,6.9,7.3
2020,"Legal intervention (Y35,Y89.0)",Legal intervention,Nevada,18,3138259,,
2020,"Complications of medical and surgical care (Y40-Y84,Y88)",Complications of medical and surgical care,Nevada,54,3138259,1.7,1.4
2020,Enterocolitis due to Clostridium difficile (A04.7),Enterocolitis due to Clostridium difficile,Nevada,40,3138259,1.3,1.1
2020,COVID-19 (U07.1),COVID-19,Nevada,3238,3138259,103.2,88.4
2020,Septicemia (A40-A41),Septicemia,New Hampshire,145,1366275,10.6,7.6
2020,Viral hepatitis (B15-B19),Viral hepatitis,New Hampshire,11,1366275,,
2020,Malignant neoplasms (C00-C97),Cancer,New Hampshire,2826,1366275,206.8,145
